SAMPLE_ID,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,TARGET
190,0.10256410256410256,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
191,0.11538461538461539,0.4,0.5,0.25,0.25,0.25,0.25,0.25,0.0,0.5,0.5,0.75,0.25,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
192,0.07692307692307693,0.4,0.5,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.75,0.5,0.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
193,0.10256410256410256,0.8,0.5,0.5,0.25,0.75,0.25,0.75,0.5,0.25,0.0,0.75,0.75,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
194,0.11538461538461539,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.25,0.5,0.75,1.0,0.5,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
195,0.08974358974358973,0.6000000000000001,0.75,1.0,0.75,0.75,1.0,0.75,0.0,0.5,0.75,0.75,1.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
196,0.3717948717948718,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
197,0.28205128205128205,0.4,1.0,0.5,0.25,0.25,0.0,0.5,0.25,0.75,0.0,0.5,0.25,0.25,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
198,0.3205128205128205,0.8,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.25,0.25,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
199,0.051282051282051294,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
200,0.24358974358974358,0.2,0.5,0.0,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
201,0.10256410256410256,0.2,0.5,0.5,0.25,1.0,0.75,1.0,0.75,0.25,0.25,0.25,0.5,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
202,0.11538461538461539,0.6000000000000001,0.75,0.25,0.25,0.25,0.75,0.5,0.25,0.75,0.25,0.5,0.25,1.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
203,0.1794871794871795,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.75,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
204,0.10256410256410256,0.6000000000000001,0.75,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.75,0.5,1.0,0.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
205,0.1794871794871795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
206,0.08974358974358973,0.4,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.0,0.75,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
207,0.1794871794871795,0.6000000000000001,0.75,0.75,0.75,1.0,0.75,0.5,0.25,0.25,0.0,0.0,0.5,0.25,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
208,0.14102564102564105,0.6000000000000001,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
209,0.16666666666666666,0.4,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
210,0.08974358974358973,0.6000000000000001,0.25,0.0,0.0,0.25,1.0,0.5,1.0,0.75,0.5,0.75,0.5,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
211,0.23076923076923075,0.4,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.25,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
212,0.10256410256410256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
213,0.2692307692307693,1.0,1.0,0.5,0.25,0.5,0.5,0.75,0.75,0.75,1.0,1.0,1.0,1.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
214,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
215,0.08974358974358973,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.25,0.5,1.0,0.75,1.0,0.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
216,0.12820512820512822,0.8,0.75,0.25,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.25,0.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
217,0.4487179487179488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
218,0.3076923076923077,0.2,0.75,0.75,0.0,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.5,0.25,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
219,0.11538461538461539,0.2,0.5,0.5,0.25,0.5,0.75,0.75,0.75,0.75,0.5,1.0,0.75,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
220,0.47435897435897434,0.2,0.5,0.25,0.5,0.5,0.5,1.0,0.75,1.0,1.0,0.25,0.75,0.5,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
221,0.10256410256410256,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.25,0.5,0.5,0.75,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
222,0.12820512820512822,0.4,0.75,0.75,0.0,0.5,0.25,0.25,0.0,0.25,0.0,0.25,0.75,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
223,0.10256410256410256,0.2,0.75,0.5,0.0,0.5,0.75,0.5,1.0,0.25,0.5,0.5,0.75,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
224,0.11538461538461539,0.6000000000000001,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
225,0.11538461538461539,1.0,0.5,0.0,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
226,0.11538461538461539,1.0,0.25,1.0,0.5,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.75,0.5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
227,0.07692307692307693,0.6000000000000001,1.0,0.75,1.0,0.5,1.0,0.75,1.0,0.0,1.0,0.75,0.75,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
228,0.12820512820512822,0.4,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.25,0.25,0.25,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
229,0.42307692307692313,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.75,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
230,0.10256410256410256,1.0,0.75,1.0,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,1.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
231,0.14102564102564105,1.0,0.25,0.5,0.0,0.25,0.75,0.5,0.75,0.75,0.5,0.75,0.0,0.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
232,0.08974358974358973,0.0,0.5,0.0,0.0,0.0,0.25,0.25,1.0,0.0,0.25,0.0,0.5,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
233,0.15384615384615383,0.2,1.0,1.0,0.0,0.0,0.25,0.5,0.75,1.0,0.5,1.0,0.25,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
234,0.10256410256410256,0.6000000000000001,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
235,0.12820512820512822,1.0,0.75,0.75,0.5,1.0,0.75,0.75,0.75,0.25,0.0,0.75,0.75,0.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
236,0.11538461538461539,1.0,1.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,1.0,0.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
237,0.2948717948717948,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.5,0.5,0.0,0.25,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
238,0.11538461538461539,0.4,1.0,1.0,0.5,1.0,1.0,0.25,0.5,0.0,0.25,1.0,0.5,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
239,0.717948717948718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
240,0.15384615384615383,0.8,0.5,0.75,0.25,1.0,1.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
241,0.11538461538461539,0.8,0.75,0.25,0.0,1.0,0.75,0.5,1.0,0.0,0.75,0.75,0.75,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
242,0.12820512820512822,0.6000000000000001,0.5,0.75,0.25,1.0,1.0,1.0,1.0,0.75,0.75,0.25,0.5,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
243,0.12820512820512822,0.0,0.5,0.25,0.0,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.25,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
244,0.07692307692307693,0.6000000000000001,1.0,0.5,0.25,0.5,1.0,1.0,0.25,0.5,0.5,0.5,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
245,0.10256410256410256,0.2,0.5,1.0,0.25,0.75,0.25,0.25,0.0,0.75,0.25,0.5,0.25,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
246,0.1794871794871795,0.8,1.0,1.0,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.75,0.75,0.25,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
247,0.15384615384615383,1.0,0.75,0.5,0.0,0.25,0.75,0.5,0.75,0.25,0.25,0.75,0.25,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
248,0.08974358974358973,0.4,0.75,0.25,0.0,0.5,0.75,0.0,0.0,1.0,0.0,0.25,0.25,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
249,0.2692307692307693,0.2,0.25,1.0,0.0,0.0,0.0,1.0,0.25,0.5,1.0,0.0,0.25,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
250,0.12820512820512822,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.75,0.5,0.75,1.0,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
251,0.2692307692307693,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
252,0.16666666666666666,0.8,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.75,0.75,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
253,0.15384615384615383,0.8,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.5,0.75,1.0,0.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
254,0.11538461538461539,0.4,1.0,0.75,0.25,0.5,0.5,0.25,0.0,0.5,0.25,0.25,0.5,0.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
255,0.08974358974358973,0.0,0.75,0.25,0.0,0.5,1.0,0.25,0.0,0.75,0.25,0.25,0.75,0.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
256,0.12820512820512822,1.0,0.75,1.0,0.5,0.75,1.0,1.0,1.0,0.0,0.5,0.5,0.75,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
257,0.9999999999999999,0.4,0.25,1.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
258,0.11538461538461539,0.8,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
259,0.12820512820512822,1.0,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
260,0.10256410256410256,0.4,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.75,0.25,0.5,0.0,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
261,0.2948717948717948,0.2,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.25,0.25,0.5,0.5,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
262,0.10256410256410256,0.4,0.5,0.5,0.25,0.5,1.0,0.75,0.5,0.5,0.5,1.0,1.0,0.75,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
263,0.11538461538461539,0.2,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
264,0.11538461538461539,1.0,0.75,0.75,0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0.75,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
265,0.11538461538461539,1.0,1.0,0.25,1.0,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0.5,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
266,0.08974358974358973,0.6000000000000001,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
267,0.16666666666666666,1.0,0.75,0.75,0.0,0.5,0.5,0.25,0.25,0.75,0.0,0.25,0.25,0.75,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
268,0.10256410256410256,0.4,0.5,0.5,0.25,1.0,1.0,0.75,0.25,0.5,0.25,0.75,0.25,0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
269,0.08974358974358973,1.0,0.75,1.0,0.5,1.0,1.0,1.0,0.25,0.5,0.0,0.5,0.75,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
270,0.10256410256410256,1.0,0.5,0.25,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.25,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
271,0.07692307692307693,1.0,0.5,0.25,0.0,1.0,0.25,0.5,0.0,0.5,0.0,0.25,0.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
272,0.08974358974358973,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
273,0.11538461538461539,0.6000000000000001,1.0,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
274,0.12820512820512822,0.2,0.25,0.25,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
275,0.10256410256410256,0.4,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.25,0.5,0.5,0.75,0.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
276,0.10256410256410256,0.6000000000000001,1.0,0.75,0.25,1.0,1.0,0.75,0.75,0.5,0.5,1.0,1.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
277,0.11538461538461539,0.8,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
278,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
279,0.11538461538461539,0.4,0.75,0.75,0.25,0.5,1.0,0.5,0.0,0.5,0.75,1.0,0.25,0.25,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
280,0.051282051282051294,0.4,0.5,0.75,0.5,0.5,0.5,0.5,1.0,0.5,0.75,1.0,0.5,0.75,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
281,0.12820512820512822,1.0,0.75,0.5,0.5,0.75,1.0,0.75,1.0,0.75,0.75,0.5,0.75,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
282,0.10256410256410256,0.6000000000000001,0.25,0.75,0.25,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.5,0.5,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
283,0.11538461538461539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
284,0.08974358974358973,1.0,0.75,1.0,0.5,0.25,1.0,0.5,0.75,0.25,0.0,1.0,0.75,1.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
285,0.14102564102564105,0.8,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
286,0.11538461538461539,0.6000000000000001,0.75,0.75,0.25,1.0,0.75,1.0,0.5,0.25,0.25,0.5,0.75,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
287,0.14102564102564105,0.6000000000000001,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.0,0.5,0.25,0.5,0.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
288,0.11538461538461539,1.0,0.5,0.75,0.75,1.0,1.0,0.75,1.0,0.25,0.75,1.0,0.75,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
289,0.16666666666666666,0.8,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.75,0.25,0.25,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
290,0.14102564102564105,0.6000000000000001,0.25,0.0,0.0,0.25,0.75,0.25,0.0,0.0,0.5,0.5,0.25,0.75,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
291,0.11538461538461539,0.4,0.5,0.75,0.0,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
292,0.15384615384615383,0.6000000000000001,0.5,0.25,0.0,0.25,0.75,0.5,0.5,0.5,0.25,0.75,0.25,0.5,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
293,0.10256410256410256,0.8,0.75,1.0,0.5,0.75,0.75,1.0,0.25,0.5,0.5,0.75,1.0,0.75,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
294,0.08974358974358973,0.4,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,1.0,1.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
295,0.11538461538461539,0.2,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
296,0.15384615384615383,0.4,0.25,0.0,0.5,0.25,0.75,0.75,0.5,0.5,0.0,0.25,0.0,0.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
297,0.051282051282051294,0.8,0.25,0.0,0.75,0.25,1.0,0.25,0.75,0.5,0.0,0.75,0.25,0.25,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
298,0.11538461538461539,0.4,0.75,0.25,0.5,0.5,1.0,0.75,0.75,0.5,0.5,0.75,0.5,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
299,0.16666666666666666,0.2,0.5,0.75,0.25,0.75,0.75,0.75,0.25,0.25,0.0,0.5,0.5,0.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
